Company,Post Money Value,Total Equity Funding,Lead Investors Include,Country,Continent,Month,Year,Industry
iTrustCapital Inc.,1,128,Left Lane Capital,United States,North America,05,2019,Financial Services
Ivalua,1,134,"Ardian, Tiger Global Management",France,Europe,01,2022,Enterprise Tech
Iyuno-SDI,1,184,IMM Investment,United States,North America,04,2021,Media & Entertainment
J&T Express,20,5000,"Boyu Capital, Hillhouse Capital Group",Indonesia,Asia,06,2022,Industrials
Jaguar Microsystems,1,0,Tencent,China,Asia,10,2022,Industrials
Jasper,2,131,Insight Partners,Canada,North America,12,2018,Enterprise Tech
JD Digits,18,5000,"APOFCO, CICC",China,Asia,08,2020,Financial Services
JD Industry,2,530,Mubadala,China,Asia,02,2019,Industrials
JD.ID,1,0,Gojek,Indonesia,Asia,03,2022,Consumer & Retail
Jeeves,2,268,Tencent,United States,North America,05,2021,Enterprise Tech
Jellysmack,1,16,SoftBank Vision Fund,United States,North America,10,2022,Media & Entertainment
JIANGXIAOBAI,2,453,China Renaissance,China,Asia,10,2017,Consumer & Retail
Jiedaibao,8,694,Linkface,China,Asia,07,2015,Financial Services
Jiuxian,1,250,Sequoia Capital China,China,Asia,07,2022,Consumer & Retail
JLSemi,1,90,"Renchen Semiconductor, Summitview Capital",China,Asia,03,2022,Industrials
JMGO,1,377,"IDG Capital, Oppo",China,Asia,12,2021,Industrials
Job&Talent,2,890,"Kinnevik, SoftBank Vision Fund",Spain,Europe,06,2023,Enterprise Tech
JOLED,2,838,CSOT,Japan,Asia,05,2018,Industrials
Jollychic,1,96,G42,China,Asia,04,2016,Consumer & Retail
Juanpi,1,136,"China Merchants Bank, Tiantu Capital",China,Asia,05,2022,Consumer & Retail
Jubao Internet Technology,4,200,RRJ Capital,China,Asia,12,2020,Financial Services
Judo Bank,1,868,"Moore Strategic Ventures, Magnetarn Capital, UniSuper, Bain Capital Credit",Australia,Oceania,09,2021,Financial Services
JumpCloud,3,407,Sapphire Ventures,United States,North America,06,2022,Enterprise Tech
JupiterOne,1,119,Tribe Capital,United States,North America,01,2019,Enterprise Tech
Jusda,3,356,"China Life Insurance, CICC",China,Asia,09,2021,Enterprise Tech
Jushuitan Network Technology,1,206,Goldman Sachs,China,Asia,12,2017,Enterprise Tech
JUUL,38,14000,Altria,United States,North America,04,2022,Consumer & Retail
Juwan Technology,1,166,Guangzhou Automobile Group,China,Asia,01,2021,Industrials
K Health,1,330,"GGV Capital, PICO Venture Partners",United States,North America,05,2021,Healthcare & Life Sciences
Kajabi,2,550,Tiger Global Management,United States,North America,01,2021,Media & Entertainment
Kakao Enterprise,1,100,Hy,South Korea,Asia,05,2022,Enterprise Tech
Kakao Japan,7,652,Anchor Equity Partners,Japan,Asia,12,2021,Enterprise Tech
Kakao Mobility,4,1000,GS Retail,South Korea,Asia,10,2021,Consumer & Retail
Karat,1,169,Serena Williams,United States,North America,08,2021,Enterprise Tech
Karrot Market,3,235,DST Global,South Korea,Asia,03,2019,Media & Entertainment
Kaseya,2,547,TPG,Ireland,Europe,10,2020,Enterprise Tech
Kavak,9,2000,General Catalyst,Mexico,North America,05,2020,Industrials
Keep,2,614,SoftBank Vision Fund,China,Asia,02,2017,Healthcare & Life Sciences
Kendra Scott Design,1,0,Berkshire Partners,United States,North America,10,2023,Consumer & Retail
Keyfactor,1,212,Sixth Street,United States,North America,09,2023,Enterprise Tech
Kin Insurance,1,251,QED Investors,United States,North America,03,2023,Insurance
Kindbody,2,206,Morgan Health,United States,North America,07,2021,Healthcare & Life Sciences
Kitopi,2,804,SoftBank Vision Fund,United Arab Emirates,Asia,10,2019,Consumer & Retail
KK Group,3,612,JD.com,China,Asia,06,2022,Consumer & Retail
KKW Beauty,1,200,Coty,United States,North America,12,2011,Consumer & Retail
Klarna,7,4000,SoftBank Vision Fund,Sweden,Europe,08,2018,Financial Services
KLOOK,1,722,Aspex Management,Hong Kong,Asia,05,2019,Consumer & Retail
Knowbox,1,306,Alibaba Group,China,Asia,06,2023,Consumer & Retail
KoBold Metals,1,408,T. Rowe Price,United States,North America,05,2020,Industrials
Komodo Health,3,514,Coatue,United States,North America,09,2021,Healthcare & Life Sciences
Konfio,1,378,"QED Investors, Tarsadia Capital",Mexico,North America,12,2020,Financial Services
Kong,1,169,Tiger Global Management,United States,North America,08,2021,Enterprise Tech
"Kong Studios, Inc.",1,65,DSC Investment,United States,North America,12,2021,Media & Entertainment
Kopi Kenangan,1,333,Tybourne Capital Management,Indonesia,Asia,10,2022,Consumer & Retail
Korea Credit Data,1,186,Morgan Stanley Tactical Value,South Korea,Asia,10,2014,Financial Services
koudai,1,368,Tencent,China,Asia,08,2023,Consumer & Retail
Kr Space,1,482,"Gopher Asset Management, IDG Capital",China,Asia,06,2019,Financial Services
Kraken,4,20,"2B Global Capital, Venture Garage",United States,North America,08,2022,Financial Services
Kredivo Group,2,530,Mizuho Bank,Indonesia,Asia,04,2021,Financial Services
Kry,2,728,"CPP Investments, Fidelity Management and Research Company",Sweden,Europe,12,2017,Healthcare & Life Sciences
Kuaikan Manhua,1,594,Tencent,China,Asia,05,2022,Media & Entertainment
KuCoin,10,180,Susquehanna International Group (SIG),Seychelles,Africa,10,2019,Financial Services
Kunlun Core,2,0,CPE,China,Asia,06,2022,Industrials
Kushki,2,194,Kaszek,Ecuador,South America,01,2016,Financial Services
L&P Cosmetic,1,33,Credit Suisse,South Korea,Asia,01,2021,Consumer & Retail
Lacework,8,2000,Google Ventures,United States,North America,10,2020,Enterprise Tech
Lalamove,10,2000,"Hillhouse Capital Group, Sequoia Capital China",Hong Kong,Asia,03,2015,Enterprise Tech
Lamabang,1,130,Suning.com,China,Asia,07,2001,Consumer & Retail
Lanhu,1,234,GGV Capital,China,Asia,04,2021,Enterprise Tech
Latitude Financial Services,2,0,Shinsei Bank,Australia,Oceania,03,2021,Financial Services
Lattice,3,329,"Dragoneer Investment Group, Elad Gil",United States,North America,08,2021,Enterprise Tech
LaunchDarkly,3,330,Lead Edge Capital,United States,North America,03,2022,Enterprise Tech
LayerZero Labs,3,293,"a16z crypto, OpenSea Ventures",Canada,North America,01,2022,Enterprise Tech
LEAD,1,166,"GSV Ventures, Westbridge Capital",India,Asia,06,2022,Consumer & Retail
LeadSquared,1,188,Westbridge Capital,India,Asia,11,2018,Enterprise Tech
LeCloud,1,153,Chongqing Industry Investment Fund,China,Asia,06,2021,Enterprise Tech
Ledger,1,575,Molten Ventures,France,Europe,03,2021,Financial Services
Lendable,5,286,Ontario Teachers' Pension Plan,United Kingdom,Europe,10,2023,Financial Services
Lendbuzz,1,222,Group1001,United States,North America,12,2019,Financial Services
Lenskart,5,1000,Chrys Capital,India,Asia,11,2021,Consumer & Retail
Lessen,2,735,Legacy Knight,United States,North America,06,2021,Financial Services
LetsGetChecked,1,283,"Casdin Capital, Transformation Capital",United States,North America,04,2016,Healthcare & Life Sciences
Lianshang Literature,1,20,HOPU Investment Management Company,China,Asia,10,2021,Media & Entertainment
Licious,1,490,Amansa Capital,India,Asia,07,2019,Consumer & Retail
Lightricks,2,305,"Hanaco Venture Capital, Insight Partners",Israel,Asia,09,2022,Media & Entertainment
LINE MAN Wongnai,1,375,"GIC, LINE Plus Corporation",Thailand,Asia,03,2014,Consumer & Retail
Lineage Logistics,18,7000,D1 Capital Partners,United States,North America,07,2018,Consumer & Retail
LinkDoc Technology,1,253,China Investment Corporation,China,Asia,03,2022,Healthcare & Life Sciences
Linktree,1,166,"Coatue, Index Ventures",Australia,Oceania,08,2022,Media & Entertainment
Lionheart Studio,3,9,"Kakao Games, Wemade",South Korea,Asia,02,2023,Media & Entertainment
LIQUiDITY Group,1,114,MUFG Bank,United States,North America,02,2022,Financial Services
Livspace,1,427,Kohlberg Kravis Roberts,India,Asia,07,2021,Consumer & Retail
LMAX Group,1,0,"J.C.Flowers & Co, Future Fifty",United Kingdom,Europe,02,2022,Financial Services
Loadsmart,1,336,SOFTBANK Latin America Ventures,United States,North America,02,2021,Industrials
Locus Robotics,2,416,"G2 Venture Partners, Goldman Sachs Asset Management",United States,North America,01,2020,Industrials
Loft,3,888,Baillie Gifford,Brazil,South America,06,2019,Financial Services
Loggi,2,507,CapSur Capital,Brazil,South America,10,2013,Industrials
Lookout,1,282,T. Rowe Price,United States,North America,10,2022,Enterprise Tech
Lotus Technology,5,0,ECARX,China,Asia,11,2021,Industrials
LTK,2,315,SoftBank Vision Fund,United States,North America,06,2021,Media & Entertainment
Lucid Software,3,170,ICONIQ Growth,United States,North America,01,2022,Enterprise Tech
Lukka,1,201,Marshall Wace,United States,North America,07,2021,Financial Services
Lunar,2,486,Heartland,Denmark,Europe,07,2017,Financial Services
Luoji Siwei,1,144,ZhenFund,China,Asia,11,2021,Media & Entertainment
LY.com,3,2000,Overseas Chinese Town Holdings,China,Asia,12,2021,Consumer & Retail
Lydia,1,260,"Accel, Dragoneer Investment Group",France,Europe,08,2020,Financial Services
Lyra Health,6,910,Dragoneer Investment Group,United States,North America,09,2023,Healthcare & Life Sciences
Lyten,1,360,Prime Movers Lab,United States,North America,07,2021,Industrials
M1 Holdings,1,323,SoftBank Vision Fund,United States,North America,01,2021,Financial Services
MadeiraMadeira,1,336,"Dynamo, SOFTBANK Latin America Ventures",Brazil,South America,05,2019,Consumer & Retail
Mafengwo,2,503,Guizhou Innovation Empowerment Big Data Investment Fund,China,Asia,06,2022,Consumer & Retail
Magic Eden,2,170,"Electric Capital, Greylock",United States,North America,10,2014,Media & Entertainment
Magic Leap,2,3000,NTT DoCoMo,United States,North America,09,2018,Enterprise Tech
Mahindra Electric Automobile,10,388,Temasek Holdings,India,Asia,11,2017,Industrials
Maimai,1,300,DST Global,China,Asia,12,2021,Media & Entertainment
Mamaearth,1,112,Shilpa Shetty,India,Asia,01,2021,Consumer & Retail
Mambu,6,448,EQT,Germany,Europe,09,2021,Financial Services
Mammoth Biosciences,1,265,Redmile Group,United States,North America,12,2020,Healthcare & Life Sciences
Manner,5,0,ByteDance,China,Asia,07,2021,Consumer & Retail
ManoMano,3,706,Dragoneer Investment Group,France,Europe,06,2021,Consumer & Retail
ManyPets,2,483,EQT,United Kingdom,Europe,04,2020,Insurance
Mapbox,1,614,SoftBank,United States,North America,07,2021,Enterprise Tech
Mark43,1,229,"The Spruce House Partnership, Tiger Global Management",United States,North America,11,2020,Enterprise Tech
Market Kurly,3,767,Anchor Equity Partners,South Korea,Asia,05,2021,Consumer & Retail
Maropost,2,0,"Findfy, Retail Express, Neto",Canada,North America,09,2021,Consumer & Retail
Marshmallow,1,116,"Investec, Passion Capital",United Kingdom,Europe,05,2022,Insurance
Mashgin,2,74,New Enterprise Associates,United States,North America,05,2021,Consumer & Retail
MasterClass,3,461,Fidelity Management and Research Company,United States,North America,12,2022,Media & Entertainment
MasterControl,1,150,Sixth Street,United States,North America,10,2021,Healthcare & Life Sciences
Masterworks,1,110,Left Lane Capital,United States,North America,05,2022,Financial Services
Material Bank,2,323,Brookfield Growth,United States,North America,05,2022,Industrials
Material Security,1,162,Founders Fund,United States,North America,09,2021,Enterprise Tech
Matillion,2,290,Databricks Ventures,United Kingdom,Europe,06,2021,Enterprise Tech
Matrixport,2,138,"C Ventures, DST Global",Singapore,Asia,08,2021,Financial Services
Maven Clinic,1,292,General Catalyst,United States,North America,10,2022,Healthcare & Life Sciences
Mavenir,3,860,Siris Capital Group,United States,North America,10,2021,Enterprise Tech
Medable,2,507,"Blackstone Accelerates Growth, GSR Ventures",United States,North America,07,2018,Healthcare & Life Sciences
Medlinker,4,761,Sino Biopharmaceutical,China,Asia,06,2019,Healthcare & Life Sciences
Meero,1,293,"Avenir Growth Capital, Eurazeo",France,Europe,04,2021,Media & Entertainment
Meesho,4,1000,"B Capital, Fidelity Management and Research Company",India,Asia,05,2022,Consumer & Retail
MegaRobo,1,426,"Asia Investment Capital, GGV Capital",China,Asia,08,2022,Enterprise Tech
MegazoneCloud,2,673,"IMM Private Equity, MBK Partners",South Korea,Asia,10,2017,Enterprise Tech
MEGVII,4,1000,Bank of China Group Investment,China,Asia,06,2016,Enterprise Tech
Meicai,7,1000,"Hillhouse Capital Group, Shunwei Capital",China,Asia,01,2021,Consumer & Retail
Melio,4,504,"General Catalyst, Thrive Capital",United States,North America,11,2021,Financial Services
Mensa Brands,1,218,Alpha Wave Global,India,Asia,12,2021,Consumer & Retail
Merama,1,345,"Advent International, SoftBank",Mexico,North America,07,2021,Consumer & Retail
Meril Life,2,201,Warburg Pincus,India,Asia,10,2020,Healthcare & Life Sciences
MessageBird,3,1000,Spark Capital,The Netherlands,Europe,10,2023,Enterprise Tech
Metropolis,1,1000,"3L Capital, Eldridge",United States,North America,09,2015,Enterprise Tech
Mia.com,1,232,Baidu,China,Asia,02,2016,Consumer & Retail
Miaopai,3,775,"SINA Corporation, Weibo",China,Asia,06,2020,Media & Entertainment
Miaoshou Doctor,1,947,"Sequoia Capital, Tencent",China,Asia,08,2023,Healthcare & Life Sciences
Micro Connect,2,578,Sequoia Capital China,China,Asia,04,2020,Financial Services
MicroPort Medbot,3,512,"Hillhouse Capital Group, CPE, Biolink Capital, Grand Flight Investment, E Fund Management Co.,LTD.",China,Asia,01,2016,Healthcare & Life Sciences
MindMaze,2,340,Concord Health Partners,Switzerland,Europe,08,2021,Healthcare & Life Sciences
MindTickle,1,281,SoftBank Vision Fund,United States,North America,03,2019,Enterprise Tech
MiningLamp,1,787,"Temasek Holdings, Tencent",China,Asia,01,2022,Enterprise Tech
MinIO,1,126,Intel Capital,United States,North America,09,2020,Enterprise Tech
Mirakl,4,948,Silver Lake,France,Europe,01,2022,Consumer & Retail
Miro,18,476,ICONIQ Growth,United States,North America,04,2021,Enterprise Tech
Misfits Market,2,527,SoftBank Vision Fund,United States,North America,11,2021,Consumer & Retail
MNTN,1,186,"BlackRock, Fidelity Management and Research Company",United States,North America,10,2021,Media & Entertainment
MobiKwik,1,149,Abu Dhabi Investment Authority,India,Asia,09,2021,Financial Services
Mobile Premier League,2,376,Legatum,India,Asia,07,2021,Media & Entertainment
MobileCoin,1,107,"Future Ventures, General Catalyst",United States,North America,04,2017,Financial Services
Mobvoi,1,252,Volkswagen Group,China,Asia,02,2021,Consumer & Retail
Modern Health,1,167,Founders Fund,United States,North America,10,2021,Healthcare & Life Sciences
Mofang Gongyu,1,650,Caisse de Depot et Placement du Quebec,China,Asia,05,2021,Industrials
Moglix,3,472,"Alpha Wave Global, Tiger Global Management",Singapore,Asia,11,2021,Industrials
Molbio Diagnostics,2,117,Temasek Holdings,India,Asia,09,2020,Healthcare & Life Sciences
Mollie,6,928,Blackstone Group,The Netherlands,Europe,04,2021,Financial Services
Moloco,2,192,Tiger Global Management,United States,North America,10,2018,Enterprise Tech
Momenta,1,1000,General Motors,China,Asia,12,2021,Industrials
Momo,2,434,Mizuho Bank,Vietnam,Asia,05,2022,Financial Services
Monte Carlo,2,236,IVP,United States,North America,10,2018,Enterprise Tech
Moody,1,215,"5Y Capital, Kohlberg Kravis Roberts",China,Asia,01,2020,Financial Services
Moon Active,5,0,Insight Partners,Israel,Asia,11,2021,Media & Entertainment
Moore Threads,1,529,"China Mobile Innovation Industry Fund, Hexie Health Insurance",China,Asia,06,2021,Enterprise Tech
Morning Consult,1,91,Advance Venture Partners,United States,North America,04,2019,Enterprise Tech
Motive,3,567,"Insight Partners, Kleiner Perkins",United States,North America,11,2021,Industrials
Motorway,1,276,"ICONIQ Growth, Index Ventures",United Kingdom,Europe,04,2022,Industrials
Movable Ink,1,97,Silver Lake Waterman,United States,North America,06,2021,Enterprise Tech
Moveworks,2,305,"Alkeon Capital, Tiger Global Management",United States,North America,07,2018,Enterprise Tech
MTN Group Fintech,5,0,Mastercard,South Africa,Africa,02,2013,Financial Services
Mu Sigma,2,210,Mastercard,India,Asia,06,2022,Enterprise Tech
Multiverse,2,414,"General Catalyst, Lightspeed Venture Partners",United Kingdom,Europe,07,2021,Enterprise Tech
Mural,2,192,"Insight Partners, Tiger Global Management",United States,North America,11,2019,Enterprise Tech
MUSINSA,3,477,Kohlberg Kravis Roberts,South Korea,Asia,04,2021,Consumer & Retail
Mux,1,174,Coatue,United States,North America,01,2021,Media & Entertainment
Mynt,2,475,"Bow Wave Capital Management, Insight Partners",Philippines,Asia,09,2022,Financial Services
Mysten Labs,2,336,FTX Ventures,United States,North America,11,2021,Enterprise Tech
Mythical Games,1,297,Scytale Digital,United States,North America,01,2019,Media & Entertainment
NantOmics,2,251,NantHealth,United States,North America,07,2021,Healthcare & Life Sciences
Nature’s Fynd,1,463,SoftBank Vision Fund,United States,North America,11,2018,Consumer & Retail
NAVER Z,1,208,Krafton,South Korea,Asia,06,2021,Media & Entertainment
Neo4j,2,581,"Alanda Capital Management, Inovia Capital",United States,North America,02,2022,Enterprise Tech
Neon,1,727,Propel VC,Brazil,South America,11,2021,Financial Services
Netlify,2,212,Bessemer Venture Partners,United States,North America,11,2018,Enterprise Tech
New Leshi Smart Home,1,2000,"JD.com, Sunac China Holdings",China,Asia,04,2022,Industrials
Newlink,1,699,Bain Capital,China,Asia,01,2021,Industrials
NewsBreak,1,151,Francisco Partners,United States,North America,02,2021,Media & Entertainment
Newsela,1,172,"Franklin Templeton Investments, TCV",United States,North America,04,2022,Consumer & Retail
NexHealth,1,177,Buckley Ventures,United States,North America,09,2021,Healthcare & Life Sciences
Nexii,2,80,"Horizon Technology Finance, Trinity Capital",Canada,North America,10,2019,Industrials
Next Insurance,4,1000,"Allianz X, Allstate",United States,North America,02,2021,Insurance
Nexthink,1,346,Permira,Switzerland,Europe,09,2021,Enterprise Tech
Nextiva,3,200,Goldman Sachs Asset Management,United States,North America,06,2021,Enterprise Tech
NextSilicon,2,203,Third Point Ventures,Israel,Asia,11,2017,Enterprise Tech
Ninebot,1,247,"China Mobile Innovation Industry Fund, SDIC Fund Management",China,Asia,09,2021,Transpotation 
Ninja Van,2,975,Alibaba Group,Singapore,Asia,07,2021,Consumer & Retail
NMI,2,0,Great Hill Partners,United States,North America,11,2021,Financial Services
NoBroker,1,428,Google,India,Asia,12,2021,Financial Services
Noname Security,1,220,"Georgian, Lightspeed Venture Partners",United States,North America,05,2021,Enterprise Tech
Noom,4,659,Silver Lake,United States,North America,04,2022,Healthcare & Life Sciences
Nord Security,3,209,Warburg Pincus,Lithuania,Europe,06,2019,Enterprise Tech
Northvolt,12,4000,Investment Management Corporation of Ontario,Sweden,Europe,07,2021,Industrials
NotCo,2,433,Princeville Capital,Chile,South America,04,2020,Consumer & Retail
Notion,10,343,"Coatue, Sequoia Capital",United States,North America,05,2022,Enterprise Tech
Nowports,1,243,SOFTBANK Latin America Ventures,Mexico,North America,02,2018,Industrials
NuCom Group,2,550,General Atlantic,Germany,Europe,08,2019,Consumer & Retail
Numbrs,1,109,Saidler & Co.,Switzerland,Europe,02,2019,Financial Services
Nuro,9,2000,Tiger Global Management,United States,North America,08,2021,Industrials
Nuvemshop,3,628,"Insight Partners, Tiger Global Management",Brazil,South America,09,2018,Consumer & Retail
NYDIG,7,1000,WestCap,United States,North America,04,2020,Financial Services
o9 Solutions,4,533,Beyond Net Zero,United States,North America,10,2017,Enterprise Tech
OakNorth,3,1000,SoftBank Vision Fund,United Kingdom,Europe,03,2019,Financial Services
Octopus Energy,5,2000,Canada Pension Plan Investment Board,United Kingdom,Europe,07,2021,Enterprise Tech
Odoo,3,513,General Atlantic,Belgium,Europe,07,2021,Enterprise Tech
OfBusiness,5,734,"Alpha Wave Global, SoftBank Vision Fund",India,Asia,08,2021,Industrials
OHouse,1,261,Bond,South Korea,Asia,10,2014,Consumer & Retail
Ola,7,4000,"Arrow Capital Partners, Axis Asset Management Company",India,Asia,07,2019,Industrials
Ola Electric,5,1000,Temasek Holdings,India,Asia,12,2021,Industrials
Olist,2,320,Wellington Management,Brazil,South America,02,2022,Consumer & Retail
Omada Health,1,449,Fidelity Management and Research Company,United States,North America,10,2018,Healthcare & Life Sciences
Omio,1,376,"Kinnevik, Temasek Holdings",Germany,Europe,12,2021,Consumer & Retail
OneStream Software,6,200,D1 Capital Partners,United States,North America,07,2019,Enterprise Tech
OneTrust,5,1000,Generation Investment Management,United States,North America,08,2021,Enterprise Tech
OPay,2,570,SoftBank Vision Fund,Nigeria,Africa,05,2022,Financial Services
Open Financial Technologies,1,187,IIFL Finance,India,Asia,07,2019,Financial Services
OpenAI,29,11000,Microsoft,United States,North America,07,2021,Enterprise Tech
OpenSea,13,427,"Coatue, Paradigm",United States,North America,09,2021,Media & Entertainment
Opentrons,2,240,SoftBank Vision Fund,United States,North America,11,2021,Healthcare & Life Sciences
OpenWeb,2,393,Georgian,United States,North America,05,2022,Media & Entertainment
Opn,1,220,"SCB 10X, SPARX Group",Japan,Asia,05,2022,Financial Services
Optibus,1,260,Volvo Group Venture Capital,Israel,Asia,03,2022,Industrials
Orbbec,1,200,Ant Group,China,Asia,06,2020,Enterprise Tech
Orca Bio,1,192,Lightspeed Venture Partners,United States,North America,03,2021,Healthcare & Life Sciences
Orca Security,2,632,Temasek Holdings,United States,North America,02,2018,Enterprise Tech
OrCam Technologies,1,86,"Clal Insurance Enterprises Holdings, Meitav Investment House",Israel,Asia,09,2021,Healthcare & Life Sciences
Orchard,1,252,Accomplice,United States,North America,08,2022,Financial Services
Orna Therapeutics,2,321,Merck,United States,North America,06,2017,Healthcare & Life Sciences
Ottobock,4,0,EQT,Germany,Europe,02,2023,Healthcare & Life Sciences
Our Next Energy,1,390,"Fifth Wall, Franklin Templeton",United States,North America,04,2022,Industrials
Oura,3,148,"Elysian Park Ventures, TCG",Finland,Europe,04,2019,Healthcare & Life Sciences
Outreach,4,489,"PremjiInvest, Steadfast Capital Management",United States,North America,04,2021,Enterprise Tech
Outschool,3,240,"Bond, Tiger Global Management",United States,North America,06,2018,Consumer & Retail
OutSystems,4,802,Kohlberg Kravis Roberts,United States,North America,06,2019,Enterprise Tech
Ouyeel,1,468,"Sinotrans India, China Merchants Group",China,Asia,02,2019,Industrials
OVO Energy,1,581,Mitsubishi Corporation,United Kingdom,Europe,11,2021,Industrials
Owkin,1,304,Bristol Myers Squibb,United States,North America,01,2021,Healthcare & Life Sciences
Oxyzo,1,200,"Alpha Wave Global, Norwest Venture Partners",India,Asia,09,2018,Financial Services
OYO,10,3000,Microsoft,India,Asia,04,2022,Consumer & Retail
Oyster,1,224,Georgian,United States,North America,03,2021,Enterprise Tech
Pacaso,2,217,SoftBank Vision Fund,United States,North America,05,2022,Financial Services
Paddle,1,293,Kohlberg Kravis Roberts,United Kingdom,Europe,02,2022,Enterprise Tech
Palmetto Clean Technology,1,565,TPG Rise Climate Fund,United States,North America,09,2021,Industrials
Panshi,1,655,Cybernaut Venture Capital,China,Asia,07,2021,Media & Entertainment
Pantheon,2,200,SoftBank Vision Fund,United States,North America,12,2021,Enterprise Tech
Panther,1,141,Coatue,United States,North America,11,2021,Enterprise Tech
Papa Inc.,1,241,SoftBank Vision Fund,United States,North America,03,2021,Healthcare & Life Sciences
PAPER,1,390,"Sapphire Ventures, SoftBank Vision Fund",Canada,North America,12,2021,Education
Parametrix.ai,1,130,Sequoia Capital China,China,Asia,07,2018,Enterprise Tech
Patpat,1,721,SoftBank Vision Fund,China,Asia,09,2020,Consumer & Retail
Patreon,4,413,Tiger Global Management,United States,North America,03,2021,Media & Entertainment
PatSnap,1,352,"SoftBank Vision Fund, Tencent",Singapore,Asia,10,2021,Enterprise Tech
Pattern,2,277,Knox Lane,United States,North America,06,2022,Consumer & Retail
Pave,2,163,Index Ventures,United States,North America,10,2018,Enterprise Tech
PAX Labs,2,492,"Tao Capital Partners, Tiger Global Management",United States,North America,04,2022,Consumer & Retail
Pax8,2,347,SoftBank Vision Fund,United States,North America,04,2021,Enterprise Tech
Paxos,2,543,MercadoLibre,United States,North America,01,2022,Financial Services
PayFit,2,496,General Atlantic,France,Europe,02,2022,Enterprise Tech
Payhawk,1,239,Lightspeed Venture Partners,United Kingdom,Europe,08,2022,Enterprise Tech
Paytm Mall,3,795,eBay,India,Asia,10,2019,Consumer & Retail
Pendo,3,357,B Capital,United States,North America,01,2022,Enterprise Tech
Pentera,1,190,K1 Investment Management,Israel,Asia,08,2021,Enterprise Tech
Perfect Day,2,712,"Canada Pension Plan Investment Board, Temasek Holdings",United States,North America,09,2021,Food and Beverage 
Persona,2,218,Founders Fund,United States,North America,01,2021,Enterprise Tech
Personio,8,724,Greenoaks,Germany,Europe,12,2021,Enterprise Tech
Pet Circle,1,125,"Prysm Capital, TDM Growth Partners",Australia,Oceania,01,2022,Consumer & Retail
Phantom,1,118,Paradigm,United States,North America,11,2020,Financial Services
PharmEasy,6,1000,Vestin Wolf Capital Management,India,Asia,04,2021,Healthcare & Life Sciences
PhonePe,12,3000,General Atlantic,India,Asia,06,2022,Financial Services
Physics Wallah,1,100,"GSV Ventures, Westbridge Capital",India,Asia,08,2021,Consumer & Retail
Picsart,1,195,SoftBank Vision Fund,United States,North America,03,2021,Media & Entertainment
Pilot,1,161,"Bezos Expeditions, Whale Rock Capital Management",United States,North America,01,2020,Financial Services
Ping An Healthcare Management,9,1000,"SBI Group, SoftBank Vision Fund",China,Asia,05,2021,Healthcare & Life Sciences
Pivot Bio,2,617,"DCVC, Temasek Holdings",United States,North America,11,2021,Agricultural
Place,1,100,Goldman Sachs Asset Management,United States,North America,01,2022,Financial Services
Placer.ai,1,193,"Buckley Ventures, Josh Buckley",United States,North America,12,2018,Consumer & Retail
Planet Payment,2,21,Michael Margolies,Ireland,Europe,09,2020,Financial Services
Plenty,1,941,"JS Capital Management, One Madison Group",United States,North America,07,2021,Agricultural
Pleo,5,428,Coatue,Denmark,Europe,02,2021,Enterprise Tech
Plus,1,520,"ClearVue Partners, FountainVest Partners",United States,North America,04,2020,Transpotation 
Podium,3,419,Y Combinator Continuity Fund,United States,North America,01,2021,Consumer & Retail
PointClickCare,5,230,Hellman & Friedman,Canada,North America,04,2019,Healthcare & Life Sciences
Polygon,2,451,Peak XV Partners,Indonesia,Asia,07,2018,Enterprise Tech
Pony.ai,9,1000,NEOM Investment Fund,United States,North America,06,2020,Industrials
Postman,6,433,Insight Partners,United States,North America,01,2021,Enterprise Tech
PPRO,1,370,"Eldridge, JP Morgan Chase",United Kingdom,Europe,05,2018,Financial Services
Preferred Networks,2,147,Toyota Motor,Japan,Asia,05,2021,Industrials
Printful,1,130,Bregal Sagemount,United States,North America,12,2021,Consumer & Retail
Prodege,1,60,Great Hill Partners,United States,North America,02,2022,Consumer & Retail
Productboard,2,261,"Dragoneer Investment Group, Tiger Global Management",United States,North America,06,2021,Enterprise Tech
ProLogium Technology,1,537,China Reform Health Management and Services Group Co Ltd,Taiwan,Asia,09,2021,Enterprise Tech
Proteus Digital Health,1,460,Harbin Gloria Pharmaceuticals,United States,North America,06,2020,Healthcare & Life Sciences
Prove,1,246,"Capital One Ventures, MassMutual Ventures",United States,North America,07,2021,Enterprise Tech
PsiQuantum,3,665,BlackRock,United States,North America,02,2021,Enterprise Tech
Public,1,309,Maria Sharapova,United States,North America,06,2022,Financial Services
Qontigo,4,720,General Atlantic,Germany,Europe,01,2022,Financial Services
Qonto,5,709,"TCV, Tiger Global Management",France,Europe,12,2020,Enterprise Tech
Qualia,1,160,Tiger Global Management,United States,North America,04,2023,Financial Services
Quantexa,2,370,GIC,United Kingdom,Europe,01,2021,Enterprise Tech
Quantum Metric,1,226,Insight Partners,United States,North America,08,2023,Enterprise Tech
Quest Global,2,731,The Carlyle Group,Singapore,Asia,09,2019,Industrials
Quikr,1,334,"Kinnevik, Tiger Global Management",India,Asia,05,2020,Financial Services
QuintoAndar,5,755,4equity - Media Ventures,Brazil,South America,07,2020,Consumer & Retail
Quizlet,1,62,General Atlantic,United States,North America,04,2017,Enterprise Tech
